Boys Participation,Boys School,Sheet Swap,Girls Participation,Girls School,Sport,State,Year
2750,275,Boys,2800,280,Cross Country,OK,2011/2012
0,0,Boys,0,0,DANCE,OK,2011/2012
0,0,Boys,0,0,"Dance Team, High Kick",OK,2011/2012
0,0,Boys,0,0,"Dance Team, Jazz",OK,2011/2012
0,0,Boys,0,0,Dance/Drill,OK,2011/2012
0,0,Boys,0,0,Decathlon,OK,2011/2012
0,0,Boys,0,0,Drill Team,OK,2011/2012
0,0,Boys,0,0,Equestrian,OK,2011/2012
0,0,Boys,0,0,Fencing,OK,2011/2012
0,0,Boys,0,0,Field Hockey,OK,2011/2012
0,0,Boys,0,0,Flag Football,OK,2011/2012
11298,269,Boys,0,0,Football,OK,2011/2012
0,0,Boys,0,0,Football -- 6-player,OK,2011/2012
1596,75,Boys,0,0,Football -- 8-player,OK,2011/2012
0,0,Boys,0,0,Football -- 9-player,OK,2011/2012
1306,247,Boys,1289,218,Golf,OK,2011/2012
0,0,Boys,0,0,Gymnastics,OK,2011/2012
0,0,Boys,0,0,Heptathlon,OK,2011/2012
0,0,Boys,0,0,Ice Hockey,OK,2011/2012
0,0,Boys,0,0,Judo,OK,2011/2012
0,0,Boys,0,0,Kayaking,OK,2011/2012
0,0,Boys,0,0,Lacrosse,OK,2011/2012
0,0,Boys,0,0,Mixed 6-Coed Volleyball,OK,2011/2012
0,0,Boys,0,0,Mt. Biking,OK,2011/2012
0,0,Boys,0,0,Native Youth Olympics,OK,2011/2012
0,0,Boys,0,0,None,OK,2011/2012
0,0,Boys,0,0,Outrigger Canoe Paddling LL,OK,2011/2012
0,0,Boys,0,0,Pentathlon,OK,2011/2012
0,0,Boys,0,0,RUGBY,OK,2011/2012
0,0,Boys,0,0,Riflery,OK,2011/2012
0,0,Boys,0,0,Rodeo,OK,2011/2012
0,0,Boys,0,0,Rythmic Gymnastics,OK,2011/2012
0,0,Boys,0,0,Skiing -- Alpine,OK,2011/2012
0,0,Boys,0,0,Skiing -- Cross Country,OK,2011/2012
0,0,Boys,0,0,Snowboarding,OK,2011/2012
2850,117,Boys,2975,114,Soccer,OK,2011/2012
0,0,Boys,0,0,Soft Tennis,OK,2011/2012
0,0,Boys,10450,450,Softball,OK,2011/2012
0,0,Boys,6560,300,Softball -- Slow Pitch,OK,2011/2012
0,0,Boys,0,0,Surfing,OK,2011/2012
420,43,Boys,425,43,Swimming & Diving,OK,2011/2012
0,0,Boys,0,0,Synchronized Swimming,OK,2011/2012
0,0,Boys,0,0,Team Tennis,OK,2011/2012
774,114,Boys,770,114,Tennis,OK,2011/2012
0,0,Boys,0,0,Track and Field -- Indoor,OK,2011/2012
4368,369,Boys,3276,369,Track and Field,OK,2011/2012
0,0,Boys,2904,121,Volleyball,OK,2011/2012
0,0,Boys,0,0,Water Polo,OK,2011/2012
0,0,Boys,0,0,Weight Lifting,OK,2011/2012
3080,146,Boys,0,0,Wrestling,OK,2011/2012
0,0,Boys,0,0,sailing,OK,2011/2012
0,0,Boys,0,0,Adapted Basketball,OR,2011/2012
0,0,Boys,0,0,Adapted Bowling,OR,2011/2012
0,0,Boys,0,0,Adapted Floor Hockey,OR,2011/2012
0,0,Boys,0,0,Adapted Soccer,OR,2011/2012
0,0,Boys,0,0,Adapted Softball,OR,2011/2012
0,0,Boys,0,0,Adapted Track,OR,2011/2012
0,0,Boys,0,0,Air Riflery,OR,2011/2012
0,0,Boys,0,0,Archery,OR,2011/2012
0,0,Boys,0,0,Badminton,OR,2011/2012
5888,225,Boys,16,0,Baseball,OR,2011/2012
7408,279,Boys,5965,277,Basketball,OR,2011/2012
0,0,Boys,0,0,Bowling,OR,2011/2012
223,0,Boys,2710,152,Competitive Spirit Squad,OR,2011/2012
0,0,Boys,0,0,Crew,OR,2011/2012
3276,203,Boys,2678,193,Cross Country,OR,2011/2012
0,0,Boys,0,0,DANCE,OR,2011/2012
0,0,Boys,0,0,"Dance Team, High Kick",OR,2011/2012
0,0,Boys,0,0,"Dance Team, Jazz",OR,2011/2012
0,0,Boys,1850,94,Dance/Drill,OR,2011/2012
0,0,Boys,0,0,Decathlon,OR,2011/2012
0,0,Boys,0,0,Drill Team,OR,2011/2012
0,0,Boys,0,0,Equestrian,OR,2011/2012
0,0,Boys,0,0,Fencing,OR,2011/2012
0,0,Boys,0,0,Field Hockey,OR,2011/2012
0,0,Boys,0,0,Flag Football,OR,2011/2012
13243,193,Boys,68,0,Football,OR,2011/2012
0,0,Boys,0,0,Football -- 6-player,OR,2011/2012
866,52,Boys,4,0,Football -- 8-player,OR,2011/2012
0,0,Boys,0,0,Football -- 9-player,OR,2011/2012
1681,167,Boys,888,142,Golf,OR,2011/2012
0,0,Boys,0,0,Gymnastics,OR,2011/2012
0,0,Boys,0,0,Heptathlon,OR,2011/2012
0,0,Boys,0,0,Ice Hockey,OR,2011/2012
0,0,Boys,0,0,Judo,OR,2011/2012
0,0,Boys,0,0,Kayaking,OR,2011/2012
0,0,Boys,0,0,Lacrosse,OR,2011/2012
0,0,Boys,0,0,Mixed 6-Coed Volleyball,OR,2011/2012
0,0,Boys,0,0,Mt. Biking,OR,2011/2012
0,0,Boys,0,0,Native Youth Olympics,OR,2011/2012
0,0,Boys,0,0,None,OR,2011/2012
0,0,Boys,0,0,Outrigger Canoe Paddling LL,OR,2011/2012
0,0,Boys,0,0,Pentathlon,OR,2011/2012
0,0,Boys,0,0,RUGBY,OR,2011/2012
0,0,Boys,0,0,Riflery,OR,2011/2012
0,0,Boys,0,0,Rodeo,OR,2011/2012
0,0,Boys,0,0,Rythmic Gymnastics,OR,2011/2012
0,0,Boys,0,0,Skiing -- Alpine,OR,2011/2012
0,0,Boys,0,0,Skiing -- Cross Country,OR,2011/2012
0,0,Boys,0,0,Snowboarding,OR,2011/2012
5685,177,Boys,5019,169,Soccer,OR,2011/2012
0,0,Boys,0,0,Soft Tennis,OR,2011/2012
0,0,Boys,4125,214,Softball,OR,2011/2012
0,0,Boys,0,0,Softball -- Slow Pitch,OR,2011/2012
0,0,Boys,0,0,Surfing,OR,2011/2012
1930,114,Boys,2288,116,Swimming & Diving,OR,2011/2012
0,0,Boys,0,0,Synchronized Swimming,OR,2011/2012
0,0,Boys,0,0,Team Tennis,OR,2011/2012
2208,117,Boys,2787,123,Tennis,OR,2011/2012
0,0,Boys,0,0,Track and Field -- Indoor,OR,2011/2012
8737,263,Boys,6794,263,Track and Field,OR,2011/2012
0,0,Boys,7050,272,Volleyball,OR,2011/2012
0,0,Boys,0,0,Water Polo,OR,2011/2012
0,0,Boys,0,0,Weight Lifting,OR,2011/2012
5073,192,Boys,130,0,Wrestling,OR,2011/2012
0,0,Boys,0,0,sailing,OR,2011/2012
0,0,Boys,0,0,Adapted Basketball,PA,2011/2012
0,0,Boys,0,0,Adapted Bowling,PA,2011/2012
0,0,Boys,0,0,Adapted Floor Hockey,PA,2011/2012
0,0,Boys,0,0,Adapted Soccer,PA,2011/2012
0,0,Boys,0,0,Adapted Softball,PA,2011/2012
0,0,Boys,0,0,Adapted Track,PA,2011/2012
0,0,Boys,0,0,Air Riflery,PA,2011/2012
0,0,Boys,0,0,Archery,PA,2011/2012
0,0,Boys,0,0,Badminton,PA,2011/2012
21632,676,Boys,0,0,Baseball,PA,2011/2012
22080,736,Boys,21630,721,Basketball,PA,2011/2012
1410,141,Boys,1410,141,Bowling,PA,2011/2012
0,0,Boys,1080,72,Competitive Spirit Squad,PA,2011/2012
0,0,Boys,0,0,Crew,PA,2011/2012
11240,562,Boys,11220,561,Cross Country,PA,2011/2012
0,0,Boys,0,0,DANCE,PA,2011/2012
0,0,Boys,0,0,"Dance Team, High Kick",PA,2011/2012
0,0,Boys,0,0,"Dance Team, Jazz",PA,2011/2012
0,0,Boys,0,0,Dance/Drill,PA,2011/2012
0,0,Boys,0,0,Decathlon,PA,2011/2012
0,0,Boys,0,0,Drill Team,PA,2011/2012
0,0,Boys,0,0,Equestrian,PA,2011/2012
0,0,Boys,0,0,Fencing,PA,2011/2012
0,0,Boys,10185,291,Field Hockey,PA,2011/2012
0,0,Boys,0,0,Flag Football,PA,2011/2012
26370,586,Boys,0,0,Football,PA,2011/2012
0,0,Boys,0,0,Football -- 6-player,PA,2011/2012
0,0,Boys,0,0,Football -- 8-player,PA,2011/2012
0,0,Boys,0,0,Football -- 9-player,PA,2011/2012
5410,541,Boys,3460,346,Golf,PA,2011/2012
0,0,Boys,210,21,Gymnastics,PA,2011/2012
0,0,Boys,0,0,Heptathlon,PA,2011/2012
0,0,Boys,0,0,Ice Hockey,PA,2011/2012
0,0,Boys,0,0,Judo,PA,2011/2012
0,0,Boys,0,0,Kayaking,PA,2011/2012
5600,175,Boys,5728,179,Lacrosse,PA,2011/2012
0,0,Boys,0,0,Mixed 6-Coed Volleyball,PA,2011/2012
0,0,Boys,0,0,Mt. Biking,PA,2011/2012
0,0,Boys,0,0,Native Youth Olympics,PA,2011/2012
0,0,Boys,0,0,None,PA,2011/2012
0,0,Boys,0,0,Outrigger Canoe Paddling LL,PA,2011/2012
0,0,Boys,0,0,Pentathlon,PA,2011/2012
0,0,Boys,0,0,RUGBY,PA,2011/2012
480,48,Boys,440,44,Riflery,PA,2011/2012
0,0,Boys,0,0,Rodeo,PA,2011/2012
0,0,Boys,0,0,Rythmic Gymnastics,PA,2011/2012
0,0,Boys,0,0,Skiing -- Alpine,PA,2011/2012
0,0,Boys,0,0,Skiing -- Cross Country,PA,2011/2012
0,0,Boys,0,0,Snowboarding,PA,2011/2012
20440,584,Boys,18935,541,Soccer,PA,2011/2012
0,0,Boys,0,0,Soft Tennis,PA,2011/2012
0,0,Boys,19710,657,Softball,PA,2011/2012
0,0,Boys,0,0,Softball -- Slow Pitch,PA,2011/2012
0,0,Boys,0,0,Surfing,PA,2011/2012
9690,323,Boys,9870,329,Swimming & Diving,PA,2011/2012
0,0,Boys,0,0,Synchronized Swimming,PA,2011/2012
0,0,Boys,0,0,Team Tennis,PA,2011/2012
4824,402,Boys,4896,408,Tennis,PA,2011/2012
2745,183,Boys,2790,168,Track and Field -- Indoor,PA,2011/2012
24840,621,Boys,24840,621,Track and Field,PA,2011/2012
3582,199,Boys,10512,584,Volleyball,PA,2011/2012
345,23,Boys,345,23,Water Polo,PA,2011/2012
0,0,Boys,0,0,Weight Lifting,PA,2011/2012
9920,496,Boys,0,0,Wrestling,PA,2011/2012
0,0,Boys,0,0,sailing,PA,2011/2012
0,0,Boys,0,0,Adapted Basketball,RI,2011/2012
0,0,Boys,0,0,Adapted Bowling,RI,2011/2012
0,0,Boys,0,0,Adapted Floor Hockey,RI,2011/2012
0,0,Boys,0,0,Adapted Soccer,RI,2011/2012
0,0,Boys,0,0,Adapted Softball,RI,2011/2012
0,0,Boys,0,0,Adapted Track,RI,2011/2012
0,0,Boys,0,0,Air Riflery,RI,2011/2012
0,0,Boys,0,0,Archery,RI,2011/2012
0,0,Boys,0,0,Badminton,RI,2011/2012
1580,47,Boys,1,0,Baseball,RI,2011/2012
1392,47,Boys,1073,50,Basketball,RI,2011/2012
0,0,Boys,0,0,Bowling,RI,2011/2012
5,0,Boys,532,26,Competitive Spirit Squad,RI,2011/2012
0,0,Boys,0,0,Crew,RI,2011/2012
937,44,Boys,686,44,Cross Country,RI,2011/2012
0,0,Boys,0,0,DANCE,RI,2011/2012
0,0,Boys,0,0,"Dance Team, High Kick",RI,2011/2012
0,0,Boys,0,0,"Dance Team, Jazz",RI,2011/2012
0,0,Boys,0,0,Dance/Drill,RI,2011/2012
0,0,Boys,0,0,Decathlon,RI,2011/2012
0,0,Boys,0,0,Drill Team,RI,2011/2012
0,0,Boys,0,0,Equestrian,RI,2011/2012
0,0,Boys,0,0,Fencing,RI,2011/2012
0,0,Boys,595,21,Field Hockey,RI,2011/2012
0,0,Boys,0,0,Flag Football,RI,2011/2012
2953,43,Boys,7,0,Football,RI,2011/2012
0,0,Boys,0,0,Football -- 6-player,RI,2011/2012
0,0,Boys,0,0,Football -- 8-player,RI,2011/2012
0,0,Boys,0,0,Football -- 9-player,RI,2011/2012
457,40,Boys,89,1,Golf,RI,2011/2012
0,0,Boys,203,13,Gymnastics,RI,2011/2012
0,0,Boys,0,0,Heptathlon,RI,2011/2012
853,34,Boys,220,11,Ice Hockey,RI,2011/2012
0,0,Boys,0,0,Judo,RI,2011/2012
0,0,Boys,0,0,Kayaking,RI,2011/2012
1002,27,Boys,940,27,Lacrosse,RI,2011/2012
0,0,Boys,0,0,Mixed 6-Coed Volleyball,RI,2011/2012
0,0,Boys,0,0,Mt. Biking,RI,2011/2012
0,0,Boys,0,0,Native Youth Olympics,RI,2011/2012
0,0,Boys,0,0,None,RI,2011/2012
0,0,Boys,0,0,Outrigger Canoe Paddling LL,RI,2011/2012
0,0,Boys,0,0,Pentathlon,RI,2011/2012
0,0,Boys,0,0,RUGBY,RI,2011/2012
0,0,Boys,0,0,Riflery,RI,2011/2012
0,0,Boys,0,0,Rodeo,RI,2011/2012
0,0,Boys,0,0,Rythmic Gymnastics,RI,2011/2012
0,0,Boys,0,0,Skiing -- Alpine,RI,2011/2012
0,0,Boys,0,0,Skiing -- Cross Country,RI,2011/2012
0,0,Boys,0,0,Snowboarding,RI,2011/2012
1641,46,Boys,1500,47,Soccer,RI,2011/2012
0,0,Boys,0,0,Soft Tennis,RI,2011/2012
0,0,Boys,1033,48,Softball,RI,2011/2012
0,0,Boys,0,0,Softball -- Slow Pitch,RI,2011/2012
0,0,Boys,0,0,Surfing,RI,2011/2012
400,22,Boys,614,27,Swimming & Diving,RI,2011/2012
0,0,Boys,0,0,Synchronized Swimming,RI,2011/2012
0,0,Boys,0,0,Team Tennis,RI,2011/2012
748,39,Boys,843,42,Tennis,RI,2011/2012
1532,38,Boys,1271,37,Track and Field -- Indoor,RI,2011/2012
1423,40,Boys,1545,40,Track and Field,RI,2011/2012
544,27,Boys,961,40,Volleyball,RI,2011/2012
0,0,Boys,0,0,Water Polo,RI,2011/2012
0,0,Boys,0,0,Weight Lifting,RI,2011/2012
982,34,Boys,13,0,Wrestling,RI,2011/2012
0,0,Boys,0,0,sailing,RI,2011/2012
0,0,Boys,0,0,Adapted Basketball,SC,2011/2012
0,0,Boys,0,0,Adapted Bowling,SC,2011/2012
0,0,Boys,0,0,Adapted Floor Hockey,SC,2011/2012
0,0,Boys,0,0,Adapted Soccer,SC,2011/2012
0,0,Boys,0,0,Adapted Softball,SC,2011/2012
0,0,Boys,0,0,Adapted Track,SC,2011/2012
0,0,Boys,0,0,Air Riflery,SC,2011/2012
0,0,Boys,0,0,Archery,SC,2011/2012
0,0,Boys,0,0,Badminton,SC,2011/2012
6435,201,Boys,0,0,Baseball,SC,2011/2012
6631,206,Boys,4837,205,Basketball,SC,2011/2012
0,0,Boys,0,0,Bowling,SC,2011/2012
0,0,Boys,2745,80,Competitive Spirit Squad,SC,2011/2012
0,0,Boys,0,0,Crew,SC,2011/2012
3150,152,Boys,2111,146,Cross Country,SC,2011/2012
0,0,Boys,0,0,DANCE,SC,2011/2012
0,0,Boys,0,0,"Dance Team, High Kick",SC,2011/2012
0,0,Boys,0,0,"Dance Team, Jazz",SC,2011/2012
0,0,Boys,0,0,Dance/Drill,SC,2011/2012
0,0,Boys,0,0,Decathlon,SC,2011/2012
0,0,Boys,0,0,Drill Team,SC,2011/2012
0,0,Boys,0,0,Equestrian,SC,2011/2012
0,0,Boys,0,0,Fencing,SC,2011/2012
0,0,Boys,0,0,Field Hockey,SC,2011/2012
0,0,Boys,0,0,Flag Football,SC,2011/2012
18854,198,Boys,0,0,Football,SC,2011/2012
0,0,Boys,0,0,Football -- 6-player,SC,2011/2012
0,0,Boys,0,0,Football -- 8-player,SC,2011/2012
0,0,Boys,0,0,Football -- 9-player,SC,2011/2012
1787,158,Boys,697,87,Golf,SC,2011/2012
0,0,Boys,0,0,Gymnastics,SC,2011/2012
0,0,Boys,0,0,Heptathlon,SC,2011/2012
0,0,Boys,0,0,Ice Hockey,SC,2011/2012
0,0,Boys,0,0,Judo,SC,2011/2012
0,0,Boys,0,0,Kayaking,SC,2011/2012
1150,28,Boys,653,26,Lacrosse,SC,2011/2012
0,0,Boys,0,0,Mixed 6-Coed Volleyball,SC,2011/2012
0,0,Boys,0,0,Mt. Biking,SC,2011/2012
0,0,Boys,0,0,Native Youth Olympics,SC,2011/2012
0,0,Boys,0,0,None,SC,2011/2012
0,0,Boys,0,0,Outrigger Canoe Paddling LL,SC,2011/2012
0,0,Boys,0,0,Pentathlon,SC,2011/2012
0,0,Boys,0,0,RUGBY,SC,2011/2012
0,0,Boys,0,0,Riflery,SC,2011/2012
0,0,Boys,0,0,Rodeo,SC,2011/2012
0,0,Boys,0,0,Rythmic Gymnastics,SC,2011/2012
0,0,Boys,0,0,Skiing -- Alpine,SC,2011/2012
0,0,Boys,0,0,Skiing -- Cross Country,SC,2011/2012
0,0,Boys,0,0,Snowboarding,SC,2011/2012
5466,164,Boys,4409,140,Soccer,SC,2011/2012
0,0,Boys,0,0,Soft Tennis,SC,2011/2012
0,0,Boys,4942,197,Softball,SC,2011/2012
0,0,Boys,0,0,Softball -- Slow Pitch,SC,2011/2012
0,0,Boys,0,0,Surfing,SC,2011/2012
1184,77,Boys,1285,77,Swimming & Diving,SC,2011/2012
0,0,Boys,0,0,Synchronized Swimming,SC,2011/2012
0,0,Boys,0,0,Team Tennis,SC,2011/2012
1648,136,Boys,1977,120,Tennis,SC,2011/2012
0,0,Boys,0,0,Track and Field -- Indoor,SC,2011/2012
8569,199,Boys,5804,198,Track and Field,SC,2011/2012
0,0,Boys,4733,197,Volleyball,SC,2011/2012
0,0,Boys,0,0,Water Polo,SC,2011/2012
0,0,Boys,0,0,Weight Lifting,SC,2011/2012
5238,136,Boys,0,0,Wrestling,SC,2011/2012
0,0,Boys,0,0,sailing,SC,2011/2012
0,0,Boys,0,0,Adapted Basketball,SD,2011/2012
0,0,Boys,0,0,Adapted Bowling,SD,2011/2012
0,0,Boys,0,0,Adapted Floor Hockey,SD,2011/2012
0,0,Boys,0,0,Adapted Soccer,SD,2011/2012
0,0,Boys,0,0,Adapted Softball,SD,2011/2012
0,0,Boys,0,0,Adapted Track,SD,2011/2012
0,0,Boys,0,0,Air Riflery,SD,2011/2012
0,0,Boys,0,0,Archery,SD,2011/2012
0,0,Boys,0,0,Badminton,SD,2011/2012
0,0,Boys,0,0,Baseball,SD,2011/2012
3561,171,Boys,2805,170,Basketball,SD,2011/2012
0,0,Boys,0,0,Bowling,SD,2011/2012
0,0,Boys,715,37,Competitive Spirit Squad,SD,2011/2012
0,0,Boys,0,0,Crew,SD,2011/2012
897,126,Boys,707,124,Cross Country,SD,2011/2012
0,0,Boys,0,0,DANCE,SD,2011/2012
0,0,Boys,0,0,"Dance Team, High Kick",SD,2011/2012
0,0,Boys,0,0,"Dance Team, Jazz",SD,2011/2012
0,0,Boys,244,16,Dance/Drill,SD,2011/2012
0,0,Boys,0,0,Decathlon,SD,2011/2012
0,0,Boys,244,16,Drill Team,SD,2011/2012
0,0,Boys,0,0,Equestrian,SD,2011/2012
0,0,Boys,0,0,Fencing,SD,2011/2012
0,0,Boys,0,0,Field Hockey,SD,2011/2012
0,0,Boys,0,0,Flag Football,SD,2011/2012
3606,69,Boys,0,0,Football,SD,2011/2012
0,0,Boys,0,0,Football -- 6-player,SD,2011/2012
0,0,Boys,0,0,Football -- 8-player,SD,2011/2012
1989,97,Boys,0,0,Football -- 9-player,SD,2011/2012
1079,135,Boys,699,122,Golf,SD,2011/2012
0,0,Boys,231,28,Gymnastics,SD,2011/2012
0,0,Boys,0,0,Heptathlon,SD,2011/2012
0,0,Boys,0,0,Ice Hockey,SD,2011/2012
0,0,Boys,0,0,Judo,SD,2011/2012
0,0,Boys,0,0,Kayaking,SD,2011/2012
0,0,Boys,0,0,Lacrosse,SD,2011/2012
0,0,Boys,0,0,Mixed 6-Coed Volleyball,SD,2011/2012
0,0,Boys,0,0,Mt. Biking,SD,2011/2012
0,0,Boys,0,0,Native Youth Olympics,SD,2011/2012
0,0,Boys,0,0,None,SD,2011/2012
0,0,Boys,0,0,Outrigger Canoe Paddling LL,SD,2011/2012
0,0,Boys,0,0,Pentathlon,SD,2011/2012
0,0,Boys,0,0,RUGBY,SD,2011/2012
0,0,Boys,0,0,Riflery,SD,2011/2012
0,0,Boys,0,0,Rodeo,SD,2011/2012
0,0,Boys,0,0,Rythmic Gymnastics,SD,2011/2012
0,0,Boys,0,0,Skiing -- Alpine,SD,2011/2012
0,0,Boys,0,0,Skiing -- Cross Country,SD,2011/2012
0,0,Boys,0,0,Snowboarding,SD,2011/2012
0,0,Boys,0,0,Soccer,SD,2011/2012
0,0,Boys,0,0,Soft Tennis,SD,2011/2012
0,0,Boys,0,0,Softball,SD,2011/2012
0,0,Boys,0,0,Softball -- Slow Pitch,SD,2011/2012
0,0,Boys,0,0,Surfing,SD,2011/2012
0,0,Boys,0,0,Swimming & Diving,SD,2011/2012
0,0,Boys,0,0,Synchronized Swimming,SD,2011/2012
0,0,Boys,0,0,Team Tennis,SD,2011/2012
325,20,Boys,259,22,Tennis,SD,2011/2012
0,0,Boys,0,0,Track and Field -- Indoor,SD,2011/2012
3424,169,Boys,2705,167,Track and Field,SD,2011/2012
0,0,Boys,3631,163,Volleyball,SD,2011/2012
0,0,Boys,0,0,Water Polo,SD,2011/2012
0,0,Boys,0,0,Weight Lifting,SD,2011/2012
1311,99,Boys,10,4,Wrestling,SD,2011/2012
0,0,Boys,0,0,sailing,SD,2011/2012
0,0,Boys,0,0,Adapted Basketball,TN,2011/2012
0,0,Boys,0,0,Adapted Bowling,TN,2011/2012
0,0,Boys,0,0,Adapted Floor Hockey,TN,2011/2012
0,0,Boys,0,0,Adapted Soccer,TN,2011/2012
0,0,Boys,0,0,Adapted Softball,TN,2011/2012
0,0,Boys,0,0,Adapted Track,TN,2011/2012
0,0,Boys,0,0,Air Riflery,TN,2011/2012
0,0,Boys,0,0,Archery,TN,2011/2012
0,0,Boys,0,0,Badminton,TN,2011/2012
8792,358,Boys,0,0,Baseball,TN,2011/2012
8719,373,Boys,6303,375,Basketball,TN,2011/2012
1257,144,Boys,1492,139,Bowling,TN,2011/2012
0,0,Boys,0,0,Competitive Spirit Squad,TN,2011/2012
0,0,Boys,0,0,Crew,TN,2011/2012
4069,291,Boys,2912,288,Cross Country,TN,2011/2012
0,0,Boys,0,0,DANCE,TN,2011/2012
0,0,Boys,0,0,"Dance Team, High Kick",TN,2011/2012
0,0,Boys,0,0,"Dance Team, Jazz",TN,2011/2012
0,0,Boys,0,0,Dance/Drill,TN,2011/2012
0,0,Boys,0,0,Decathlon,TN,2011/2012
0,0,Boys,0,0,Drill Team,TN,2011/2012
0,0,Boys,0,0,Equestrian,TN,2011/2012
0,0,Boys,0,0,Fencing,TN,2011/2012
0,0,Boys,0,0,Field Hockey,TN,2011/2012
0,0,Boys,0,0,Flag Football,TN,2011/2012
22994,345,Boys,0,0,Football,TN,2011/2012
0,0,Boys,0,0,Football -- 6-player,TN,2011/2012
0,0,Boys,0,0,Football -- 8-player,TN,2011/2012
0,0,Boys,0,0,Football -- 9-player,TN,2011/2012
2678,318,Boys,937,265,Golf,TN,2011/2012
0,0,Boys,0,0,Gymnastics,TN,2011/2012
0,0,Boys,0,0,Heptathlon,TN,2011/2012
0,0,Boys,0,0,Ice Hockey,TN,2011/2012
0,0,Boys,0,0,Judo,TN,2011/2012
0,0,Boys,0,0,Kayaking,TN,2011/2012
0,0,Boys,0,0,Lacrosse,TN,2011/2012
0,0,Boys,0,0,Mixed 6-Coed Volleyball,TN,2011/2012
0,0,Boys,0,0,Mt. Biking,TN,2011/2012
0,0,Boys,0,0,Native Youth Olympics,TN,2011/2012
0,0,Boys,0,0,None,TN,2011/2012
0,0,Boys,0,0,Outrigger Canoe Paddling LL,TN,2011/2012
0,0,Boys,0,0,Pentathlon,TN,2011/2012
0,0,Boys,0,0,RUGBY,TN,2011/2012
0,0,Boys,0,0,Riflery,TN,2011/2012
0,0,Boys,0,0,Rodeo,TN,2011/2012
0,0,Boys,0,0,Rythmic Gymnastics,TN,2011/2012
0,0,Boys,0,0,Skiing -- Alpine,TN,2011/2012
0,0,Boys,0,0,Skiing -- Cross Country,TN,2011/2012
0,0,Boys,0,0,Snowboarding,TN,2011/2012
7179,280,Boys,6172,269,Soccer,TN,2011/2012
0,0,Boys,0,0,Soft Tennis,TN,2011/2012
0,0,Boys,6113,349,Softball,TN,2011/2012
0,0,Boys,0,0,Softball -- Slow Pitch,TN,2011/2012
0,0,Boys,0,0,Surfing,TN,2011/2012
0,0,Boys,0,0,Swimming & Diving,TN,2011/2012
0,0,Boys,0,0,Synchronized Swimming,TN,2011/2012
0,0,Boys,0,0,Team Tennis,TN,2011/2012
2571,262,Boys,2925,270,Tennis,TN,2011/2012
0,0,Boys,0,0,Track and Field -- Indoor,TN,2011/2012
7203,273,Boys,5677,270,Track and Field,TN,2011/2012
0,0,Boys,6119,316,Volleyball,TN,2011/2012
0,0,Boys,0,0,Water Polo,TN,2011/2012
0,0,Boys,0,0,Weight Lifting,TN,2011/2012
4336,169,Boys,0,0,Wrestling,TN,2011/2012
0,0,Boys,0,0,sailing,TN,2011/2012
0,0,Boys,0,0,Adapted Basketball,TX,2011/2012
0,0,Boys,0,0,Adapted Bowling,TX,2011/2012
0,0,Boys,0,0,Adapted Floor Hockey,TX,2011/2012
0,0,Boys,0,0,Adapted Soccer,TX,2011/2012
0,0,Boys,0,0,Adapted Softball,TX,2011/2012
0,0,Boys,0,0,Adapted Track,TX,2011/2012
0,0,Boys,0,0,Air Riflery,TX,2011/2012
0,0,Boys,0,0,Archery,TX,2011/2012
0,0,Boys,0,0,Badminton,TX,2011/2012
45959,1201,Boys,260,0,Baseball,TX,2011/2012
72539,1303,Boys,69873,1297,Basketball,TX,2011/2012
0,0,Boys,0,0,Bowling,TX,2011/2012
0,0,Boys,0,0,Competitive Spirit Squad,TX,2011/2012
0,0,Boys,0,0,Crew,TX,2011/2012
24965,1268,Boys,28096,1281,Cross Country,TX,2011/2012
0,0,Boys,0,0,DANCE,TX,2011/2012
0,0,Boys,0,0,"Dance Team, High Kick",TX,2011/2012
0,0,Boys,0,0,"Dance Team, Jazz",TX,2011/2012
0,0,Boys,0,0,Dance/Drill,TX,2011/2012
0,0,Boys,0,0,Decathlon,TX,2011/2012
0,0,Boys,0,0,Drill Team,TX,2011/2012
0,0,Boys,0,0,Equestrian,TX,2011/2012
0,0,Boys,0,0,Fencing,TX,2011/2012
0,0,Boys,0,0,Field Hockey,TX,2011/2012
0,0,Boys,0,0,Flag Football,TX,2011/2012
167477,1118,Boys,228,0,Football,TX,2011/2012
3206,131,Boys,0,0,Football -- 6-player,TX,2011/2012
0,0,Boys,0,0,Football -- 8-player,TX,2011/2012
0,0,Boys,0,0,Football -- 9-player,TX,2011/2012
12986,1203,Boys,7959,1195,Golf,TX,2011/2012
0,0,Boys,0,0,Gymnastics,TX,2011/2012
0,0,Boys,0,0,Heptathlon,TX,2011/2012
0,0,Boys,0,0,Ice Hockey,TX,2011/2012
0,0,Boys,0,0,Judo,TX,2011/2012
0,0,Boys,0,0,Kayaking,TX,2011/2012
0,0,Boys,0,0,Lacrosse,TX,2011/2012
0,0,Boys,0,0,Mixed 6-Coed Volleyball,TX,2011/2012
0,0,Boys,0,0,Mt. Biking,TX,2011/2012
0,0,Boys,0,0,Native Youth Olympics,TX,2011/2012
0,0,Boys,0,0,None,TX,2011/2012
0,0,Boys,0,0,Outrigger Canoe Paddling LL,TX,2011/2012
0,0,Boys,0,0,Pentathlon,TX,2011/2012
0,0,Boys,0,0,RUGBY,TX,2011/2012
0,0,Boys,0,0,Riflery,TX,2011/2012
